position_0,position_1,position_2,density,radius
1.089561049850652861e-03,3.420470135654790460e-03,7.024843521083905587e-05,4.386058401452309226e+03,3.293277689473305054e-05
2.700346609462432948e-03,7.098820866015140502e-04,2.155441842646815516e-04,4.386058743358724314e+03,2.842759903000117443e-05
2.679435453815831895e-04,1.091316416354026287e-03,4.477242995577365107e-04,4.386061388145222736e+03,2.482730408818614130e-05
3.509376123719527060e-03,9.083024980447241062e-04,2.810338889877661366e-04,4.386068919883976378e+03,3.984928977254317719e-05
1.883667521919361789e-03,3.464449766491196122e-03,4.366798249882140664e-04,4.386049998291427073e+03,3.995373367497118762e-05
2.051407114851852738e-03,2.671214680235837156e-03,4.844606591904099735e-04,4.386060194783130100e+03,3.447822751624600034e-05
6.766728421384832584e-05,1.617403315571891648e-03,5.198417244618912464e-04,4.386055041074526343e+03,3.008543527960996425e-05
2.946714982926287689e-03,2.168773914709432038e-03,3.159934441227846454e-04,4.386035213353881772e+03,3.024625921962065744e-05
1.402038805651483443e-03,2.080604944310249140e-03,3.820445113366682148e-04,4.386017878081572235e+03,3.599297858464576796e-05
1.679957948312672464e-03,2.839546340622520291e-03,4.879520979862241080e-04,4.386040538516615015e+03,3.984588887366447420e-05
6.460424195223798266e-04,1.810019121929009808e-03,2.520846285284833498e-04,4.386047618456761484e+03,3.953349084078345297e-05
2.735991641471651088e-03,1.017973236291079943e-03,3.737755879031987982e-04,4.386054951005819021e+03,3.698714219332267843e-05
3.483822081365969218e-03,1.678194431621079846e-03,5.181533817888229251e-04,4.386067203598742708e+03,3.461672899617674682e-05
3.948484690825289703e-03,4.436738760829342311e-04,1.529151438834367360e-04,4.386035797522191388e+03,2.450531436161050379e-05
3.777415013114075910e-03,3.808781385479865708e-03,8.015477576097369372e-05,4.386030953326085182e+03,2.675963199386419288e-05
9.868999644756981844e-05,6.714393326880446679e-04,5.580331364034215322e-04,4.386079619253374403e+03,3.989265493932808910e-05
7.418037932503918856e-04,2.010016828979981768e-03,4.853089068330923919e-04,4.386029478103144356e+03,3.407078231702610565e-05
9.987088516733155373e-05,2.413976697572805478e-03,1.747067612445581705e-04,4.386049103412200566e+03,1.904139257089147028e-05
3.431144523260294590e-03,1.144718391070826194e-03,4.026752387111344803e-04,4.386053592585134538e+03,2.510818261377606084e-05
2.684698890680876394e-03,9.054444928825735543e-04,5.340155994079941485e-05,4.386051726923393289e+03,3.495484101766993903e-05
1.640261400636036778e-03,1.164352572088226843e-03,4.742767626362104057e-04,4.386027358043668755e+03,1.797845823187040312e-05
3.185393169631475438e-03,1.830394183172767914e-03,3.582110233015830376e-04,4.386023835524622882e+03,2.674017876850505977e-05
2.410112640470326792e-03,3.286901160368533182e-03,2.599831524177842663e-04,4.386029248428078972e+03,3.321242867769899659e-05
1.117691944338935909e-03,1.076782368079658853e-03,3.191518501334115782e-04,4.386053593606673530e+03,3.541525273832863677e-05
1.800129263451881977e-03,1.764647342862834091e-03,8.311647002447854822e-05,4.386051851401414751e+03,3.477214880340080629e-05
2.862132195984444256e-03,8.710311313030332002e-04,1.351995531866577406e-04,4.386037929356950372e+03,2.809367931573055288e-05
1.657272018806140237e-03,9.305802030494427900e-04,3.443181738134508613e-04,4.386055858725112557e+03,3.575548818181433527e-05
1.493139201947685669e-03,1.798542727626026468e-03,3.201947239955681862e-04,4.386065205556897126e+03,2.834150417505485305e-05
8.318511964366273690e-04,6.435699371315621066e-04,5.055288947826825068e-04,4.386021351723787120e+03,2.986716428500486116e-05
1.739714189908749811e-03,1.654766681204396066e-03,5.513593676625139499e-05,4.386049922085033359e+03,3.635823657142039862e-05
1.992045798891639487e-03,2.212915654778049683e-03,3.312167808926991448e-04,4.386058207497297190e+03,3.473556402020349911e-05
2.812182032210797274e-03,7.347631782276607508e-04,1.704141892817313732e-04,4.386038914341574127e+03,3.850300689717963239e-05
3.221256907880704675e-03,3.757504544706678253e-03,1.069433838908885696e-04,4.386041654940733679e+03,3.486132752525640457e-05
1.990755702583012036e-03,8.758557752650154155e-04,6.551988103831955096e-05,4.386054800194789095e+03,3.350100278620266162e-05
1.310684814418694270e-03,5.924571385290966236e-04,4.155274000741862443e-04,4.386071064434527216e+03,2.484707105864617129e-05
2.132842084752491728e-03,5.970884789863373145e-04,3.551497146544388146e-05,4.386064575655087538e+03,3.053439096923674486e-05
3.214846601794586322e-03,7.234621873519637156e-04,3.576009636336244658e-04,4.386053488880366785e+03,2.885151314657518774e-05
1.356972429392028136e-03,2.337076650045137073e-03,1.998878535191837889e-04,4.386060193403101039e+03,2.846727374664167448e-05
3.837966174759067190e-04,9.159718755743041568e-04,1.400511625273086463e-04,4.386044256217533075e+03,4.362360961907563037e-05
1.716528989714610764e-03,2.623346212077125317e-03,1.728908509063893824e-04,4.386056000379624493e+03,3.092206104635722544e-05
8.700723870581469270e-05,2.074246379506848332e-03,3.550614571121911379e-04,4.386048589295392048e+03,3.968550034645152358e-05
3.819592108876250156e-03,2.351719043216127236e-03,2.846896273373536934e-04,4.386035415826916505e+03,3.444793688973411881e-05
2.288132818135312982e-03,3.679693233714568905e-03,4.725391644052359089e-04,4.386058797276549740e+03,3.728585973784268498e-05
